id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,popularity,lyrics
322,How I Move (feat. Lil Baby),Flipp Dinero,rap,happy,0.635,119.95,0.808,0.826,0.102,80,"Yeah, I really run it up, yeah I really run it up, yeah I really run it up, yeah I really run it up, yeah (Spazzin' out, Pluto, spazzin' out, Pluto) I really run it up, yeah Ain't play no games with this shit I got that worker from Polo then hit up my guala Then told him, ""We made for this shit"" Niggas stay workin' for commas, we stack up that guala See, I put my name on this shit Flipp with that smoke, on that ganja, I bang for that comma See, I put my name on this shit Hol' up, you (Yeah) You "
323,Don't Stop Believin',Journey,rock,neutral,0.748,118.85,0.514,0.5,0.127,80,"Just a small-town girl Livin' in a lonely world She took the midnight train goin' anywhere Just a city boy Born and raised in South Detroit He took the midnight train goin' anywhere NA A singer in a smoky room The smell of wine and cheap perfume For a smile, they can share the night It goes on and on and on and on Strangers waitin' Up and down the boulevard Their shadows searchin' in the night Streetlight people Livin' just to find emotion Hidin' somewhere in the night Workin' hard to get my fil"
324,STARGAZING,Travis Scott,rap,sad,0.789,150.01,0.056,0.487,0.009,80,"NA Rollin', rollin', rollin', got me stargazin' (Yeah) Sippin' on purp, feelin' like the Barre Baby (It's lit) Whatever I downed, it got me goin' crazy (Yah) Psychedelics got me goin' crazy (Alright) I was hot as hell out in the heat (Yeah, yeah) Then a storm came in and saved my life Head up to the sky, down on my knees (Straight up) Out of nowhere, you came here to save the night In the nighttime (Woo, yeah) Rollin', rollin', rollin', got me stargazin' (Roll) Psychedelics got me goin' crazy (O"
325,Baby Sitter (feat. Offset),DaBaby,rap,sad,0.73,92.51,0.394,0.852,0.022,79,"You know I ain't come to play, let's get it (Turn me up) I'm snappin' off the rip Your ho say I'm her favorite nigga (Hah) You probably don't wan' let your baby mama take a picture (Why? Go Grizz) 'Cause I'm the type of Baby that's gon' fuck the babysitter (Marii Beatz, turn me up) I just did a show and pulled off laughin' on a hatin' nigga (Hah) Them bitches aimin' at y'all fast, I'm on these rapper niggas' ass I pulled that .40 out, he better have an angel with him You tryna book me for a show"
326,Enter Sandman,Metallica,rock,happy,0.828,123.26,0.604,0.577,0.002,79,"Say your prayers, little one, don't forget, my son To include everyone I tuck you in, warm within, keep you free from sin'Til the Sandman he comes Sleep with one eye open Gripping your pillow tight Exit light Enter night Take my hand We're off to never never-land Something's wrong, shut the light, heavy thoughts tonight And they aren't of Snow White Dreams of war, dreams of liars, dreams of dragons' fire And of things that will bite, yeah Sleep with one eye open Gripping your pillow tight Exit l"
327,Who Needs Love,Trippie Redd,rap,happy,0.516,108.96,0.874,0.85,0.763,79,"Yeah Fuck your love, fuck it, I don't want none of it (Yeah) Fuck your trust, fuck it, I don't want none of it, no (Yeah) Fuck you, fuck you, I don't need your love, ho, yeah (Don't need your love, don't need your love) Yeah, but who needs love? (Love) That ain't never changed shit (Yeah) Still the same, I never changed, bitch (Yeah) I been roamin' 'round with the same clique I been rollin' 'round with the gang, bitch Fuck your squad and who you came with In a foreign car, I'm switchin' lanes qu"
328,Contra La Pared,Sean Paul,latin,neutral,0.588,94.05,0.598,0.828,0.016,79,"NA SP 'longside J Balvin, men El negocio socio De día y de noche me llama (Night and day, leggo', biri-bam-bam-bam) Que quiere de nuevo en mi cama (Latino gang, Want me in her bed biri-bam-bam) No fue suficiente una vez (Sean da' Paul, uh-yeah, bam-bam-bam) Ahora de día y de noche reclama (That's what she said, biri-bam, ¡wuh!) Well in come the ting dem call chickschicks pack it, and we don't play games Straight business, baby girl Tainy pon the track Hear what mi sayin' Balvin, tell 'em again ("
329,Dance Again,Selena Gomez,r&b,neutral,0.552,111.98,0.465,0.784,0.045,79,"Happiness Ain't something you sit back and you wait for Mmm, ah Confidence Is throwing your heart through every brick wall Mmm, ah I kickstart the rhythm All the trauma's in remission No, I don't need permission Feels so, feels so, feels so good to dance again Feels so, feels so, feels so good to dance again With my emotions undressed, I'm going in with everything To dance again Feels so, feels so, feels so good Vulnerable Ain't easy, believe me, but I go there Mmm, ah It's like I'm ten feet tal"
330,Changes,Lauv,r&b,sad,0.455,148.18,0.204,0.532,0.452,79,"I'm getting rid of all my clothes I don't wear I think I'm gonna cut my hair 'Cause these days, I don't feel like me, mmm I think I'm gonna take a break from alcohol Probably won't last that long But Lord knows I could use some sleep, mmm Changes, they might drive you half-insane But it's killing you to stay the same But it's all gonna work out, it's all gonna work out someday Moments, livin' with your eyes half-open You've been thinking 'bout these changes It's all gonna work out, it's all gonn"
331,These Days,Rudimental,latin,neutral,0.809,92.21,0.55,0.653,0.194,79,"I know you moved onto someone new Hope life is beautiful You were the light for me to find my truth I just wanna say, thank you Leaving to find my soul Told her I had to go And I know it ain't pretty When our hearts get broke Too young to feel this old Watching us both turn cold Oh, I know it ain't pretty When two hearts get broke Yeah, I know it ain't pretty When two hearts get broke I hope someday we'll sit down together And laugh with each other about these days, these days All our troubles, "
332,Little Do You Know,Alex & Sierra,edm,sad,0.292,145.88,0.37,0.5,0.746,79,"Little do you know How I'm breaking while you fall asleep Little do you know I'm still haunted by the memories Little do you know I'm trying to pick myself up piece by piece Little do you know I need a little more time Underneath it all I'm held captive by the hole inside I've been holding back For the fear that you might change your mind I'm ready to forgive you but forgetting is a harder fight Little do you know I need a little more time I'll wait, I'll wait I love you like you've never felt t"
333,Nevermind,Dennis Lloyd,latin,sad,0.688,99.98,0.079,0.6,0.159,79,"What if I left and it made no sense And you tell your friends And they hold your hands Baby, never mind, never mind What if I left and it made no sense And you tell your friends And they hold your hands Baby, never mind, never mind Alright, I'm ready now, ready now I ain't gonna, I ain't gonna fall back down, no Alright, I'll take it on, take it on me Take it on me, hmm, baby All I, I ever ask, ever ask Are you gonna, are you gonna be my lover? Tonight, and take it with, take it with me Take it "
334,Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,rap,sad,0.623,112.15,0.219,0.512,0.019,79,"Woah, if I write (It's Joe From YO) If I write you, girl, will you reply? (Go Grizz) Follow my commands, come on, girl, comply You only want me 'cause my life's televised And I can see all them lies in your eyes But I'm no different, selling dreams for tonight Just so I could have my way, rubbin' on your thighs In the morning, go back home because I do not have no ties Yeah, but if I (But if I) If I write you, girl, tell me, would you reply? (Would you reply?) You know I used to be a thief up in"
335,Hear Me Calling,Juice WRLD,rap,neutral,0.687,88.93,0.499,0.699,0.308,79,"Ring, do you hear me calling? Purps On The Beat Me no want no drama Do you hear me calling? Do you hear me calling? Me no want no drama Not a fighter, a lover Do you hear me calling? Do you hear me calling? Me no want no drama I just want you, my darling Break away and make a way to make it Love the way you lookin' when you naked Treat your heart just like a blunt of OG Roll it up, I kissed it and I smoke it Gots to be joking Where in the fuck did you think you were going? Foldin' and packin' yo"
336,Let It Be - Remastered 2009,The Beatles,rock,neutral,0.403,143.46,0.41,0.443,0.631,79,"When I find myself in times of trouble, Mother Mary comes to me Speaking words of wisdom, “let it be”And in my hour of darkness, she is standing right in front of me Speaking words of wisdom, “let it be” Let it be, let it be Let it be, let it be Whisper words of wisdom Let it be And when the brokenhearted people living in the world agree There will be an answer, let it be For though they may be parted, there is still a chance that they will see There will be an answer, let it be Let it be, let i"
337,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,rap,neutral,0.8,139.47,0.596,0.591,0.353,79,"Why you gotta go, go and let me down like that? (Ayy) Down like that Oh, why? Why you go and let me down like that? (Ayy) Down like I was nothin' but loyal to you right from the start You changed up on me as soon as things were getting hard I've always seen the light despite us being in the dark And you let me down like that, yeah, down like that (Oh why) Yeah, yeah, I want that knockdown Fuck up the system, make it shut down I'm cold with this, slow man down like Freezer (Mm) Wanna backstab lik"
338,Into You,Ariana Grande,edm,sad,0.7340000000000001,107.85,0.372,0.623,0.016,79,"I'm so into you, I can barely breathe And all I wanna do is to fall in deep But close ain't close enough, 'til we cross the line, hey yeah So name a game to play, and I'll roll the dice, hey Oh baby, look what you started The temperature's rising in here Is this gonna happen? Been waiting and waiting for you to make a move Before I make a move So, baby, come light me up, and, baby, I'll let you on it A little bit dangerous, but, baby, that's how I want it A little less conversation and a little "
339,Dreams - 2004 Remaster,Fleetwood Mac,rock,happy,0.4920000000000001,120.15,0.789,0.828,0.064,79,"NA Now here you go again, you say you want your freedom Well, who am I to keep you down? It's only right that you should play the way you feel it But listen carefully to the sound of your loneliness Like a heartbeat drives you mad In the stillness of remembering what you had And what you lost and what you had and what you lost Thunder only happens when it's raining Players only love you when they're playing Say women they will come and they will go When the rain washes you clean, you'll know, yo"
340,1950,King Princess,latin,sad,0.535,71.91,0.269,0.6,0.648,79,"I hate it when dudes try to chase me But I love it when you try to save me‘Cause I'm just a lady (Ah) I love it when we play 1950 It's so cold that your stare's 'bout to kill me I'm surprised when you kiss me So tell me why my Gods look like you And tell me why it's wrong So I'll wait for you, I'll pray I will keep on waiting for your love For you, I'll wait I will keep on waiting for your Did you mean it when you said I was pretty? That you didn't wanna live in a city Where the people are shitt"
